capacity,lat,lon,name,short_name,station_id
35,40.7699426,-73.96060712,3 Ave & E 72 St,7028.04,3375
39,40.76471851944339,-73.96222069859505,E 65 St & 2 Ave,6860.12,3376
25,40.6786115,-73.99037292,Carroll St & Bond St,4184.07,3377
28,40.773763,-73.96222088,E 76 St & Park Ave,7128.08,3378
35,40.790305100000005,-73.94755757,E 103 St & Lexington Ave,7463.09,3379
21,40.6777287,-73.99364123,3 St & Hoyt St,4110.10,3381
31,40.680611,-73.99475825,Carroll St & Smith St,4225.14,3382
25,40.804213,-73.96699104,Cathedral Pkwy & Broadway,7680.03,3383
25,40.678724200000005,-73.99599099,Smith St & 3 St,4151.01,3384
27,40.6809591,-73.99905709,1 Pl & Clinton St,4193.14,3386
25,40.79343370000001,-73.94945003,E 106 St & Madison Ave,7528.31,3387
25,40.6828003,-73.99990419,President St & Henry St,4307.13,3388
28,40.6830456,-74.00348559,Carroll St & Columbia St,4348.07,3389
24,40.79329668,-73.9432083,E 109 St & 3 Ave,7504.12,3390
25,40.7892529,-73.93956237,E 106 St & 1 Ave,7456.03,3391
19,40.681211700000006,-74.00860912,Commerce St & Van Brunt St,4243.01,3392
19,40.67943270000001,-74.00785041,Richards St & Delavan St,4202.04,3393
21,40.6769993,-74.00647134,Columbia St & W 9 St,4086.05,3394
25,40.6783563,-74.00014502,Clinton St & 4 Place,4119.04,3396
25,40.6763947,-73.99869893,Court St & Nelson St,4077.07,3397
23,40.67469570000001,-73.99785768,Smith St & 9 St,4077.04,3398
24,40.67260298150126,-73.98983001708984,7 St & 3 Ave,3996.01,3399
24,40.796153499999996,-73.94782145,E 110 St & Madison Ave,7587.14,3400
19,40.6724811,-73.99331394,2 Ave & 9 St,3996.04,3401
23,40.6902375,-73.99203074,Court St & State St,4488.08,3402
31,40.6705135,-73.98876585,4 Ave & 9 St,3955.05,3403
27,40.670492200000005,-73.98541675,7 St & 5 Ave,3914.02,3404
23,40.670483600000004,-73.98208968,5 St & 6 Ave,3874.01,3405
23,40.67909799721684,-73.98765474557877,Union St & Nevins St,4143.03,3407
27,40.6881529,-73.99520919,Congress St & Clinton St,4455.07,3408
35,40.686744299999994,-73.99063168,Bergen St & Smith St,4446.01,3409
31,40.686444200000004,-73.98759104,Dean St & Hoyt St,4446.05,3410
27,40.6849668,-73.98620772,Bond St & Bergen St,4404.10,3411
18,40.6853761,-73.98302136,Pacific St & Nevins St,4362.04,3412
22,40.6827549,-73.98258555,Wyckoff St & 3 Ave,4290.06,3413
33,40.680944723477296,-73.97567331790923,Bergen St & Flatbush Ave,4281.08,3414
25,40.6793307,-73.97519523,Prospect Pl & 6 Ave,4166.08,3415
27,40.6795766,-73.97854971,Baltic St & 5 Ave,4208.11,3417
33,40.675020700000005,-73.97111473,Plaza St West & Flatbush Ave,4010.13,3418
27,40.67927879999999,-73.98154004,Douglass St & 4 Ave,4175.14,3419
21,40.6802133,-73.98432695,Douglass St & 3 Ave,4217.02,3420
23,40.6843549,-73.98901629,Hoyt St & Warren St,4330.09,3421
21,40.6859296,-74.00242364,Columbia St & Degraw St,4422.04,3422
29,40.6610633719006,-73.97945255041121,West Drive & Prospect Park West,3651.04,3423
27,40.791976,-73.945993,E 106 St & Lexington Ave,7504.18,3424
33,40.789210499999996,-73.94370784,2 Ave & E 104 St,7436.11,3425
40,40.72430527250332,-73.99600982666016,Lafayette St & Jersey St,5561.08,3427
39,40.68506807308177,-73.97790759801863,Hanson Pl & Ashland Pl,4395.07,3429
19,40.71907891179564,-73.94223690032959,Richardson St & N Henry St,5433.03,3430
23,40.746524,-73.977885,E 35 St & 3 Ave,6313.02,3431
35,40.790254173304184,-73.97718340158461,W 88 St & West End Ave,7484.07,3434
45,40.718821999999996,-73.99596,Grand St & Elizabeth St,5382.06,3435
39,40.793134809866636,-73.97700369358063,Riverside Dr & W 91 St,7524.16,3437
43,40.692418292578466,-73.98949474096298,Fulton St & Adams St,4637.06,3440
41,40.76132983124814,-73.97982001304626,W 52 St & 6 Ave,6740.01,3443
18,40.72146256229816,-73.94800901412964,Eckford St & Engert Ave,5512.05,3449
43,40.71915571696044,-73.94885390996933,Bayard St & Leonard St,5442.05,3452
19,40.71335226222875,-73.9491033554077,Devoe St & Lorimer St,5259.06,3453
24,40.71036854235229,-73.94705951213838,Leonard St & Maujer St,5148.03,3454
22,40.716380319735606,-73.94821286201476,Jackson St & Leonard St,5332.10,3456
46,40.763025942805186,-73.97209525108337,E 58 St & Madison Ave,6839.04,3457
40,40.76309387270797,-73.97835016250609,W 55 St & 6 Ave,6809.08,3458
34,40.75763227739443,-73.9693057537079,E 53 St & 3 Ave,6617.02,3459
33,40.71485150526252,-74.01122331619263,Murray St & Greenwich St,5288.12,3461
39,40.75118387463277,-73.97138714790343,E 44 St & 2 Ave,6422.09,3462
37,40.735367055605394,-73.98797392845155,E 16 St & Irving Pl,5938.11,3463
42,40.72494672359416,-74.00165855884552,W Broadway & Spring Street,5569.06,3467
23,40.73181401720966,-73.95995020866394,India St & West St,5794.03,3469
39,40.742753828659026,-74.00747358798982,W 15 St & 10 Ave,6115.09,3472
36,40.7252556952547,-74.00412082672119,6 Ave & Spring St,5610.10,3474
33,40.65539977447831,-74.0106278657913,39 St & 2 Ave - Citi Bike HQ at Industry City,3501.01,3477
43,40.65708866668485,-74.00870203971863,2 Ave & 36 St - Citi Bike HQ at Industry City,3460.01,3478
45,40.68512559515415,-74.02535319328308,Picnic Point,4374.01,3479
22,40.71649,-74.04105,York St,JC096,3481
14,40.71942,-74.05099,Montgomery St,JC099,3483
30,40.68841742754083,-73.98451656103134,Schermerhorn St & Bond St,4479.08,3486
31,40.710699946313866,-74.00354146957396,Gold St & Frankfort St,5137.12,3489
31,40.796879,-73.93726099999999,E 116 St & 2 Ave,7563.06,3490
24,40.797470000000004,-73.93504,E 118 St & 1 Ave,7596.10,3491
27,40.8005385,-73.9419949,E 118 St & Park Ave,7625.18,3492
31,40.799139000000004,-73.9389152,E 118 St & 3 Ave,7611.02,3493
25,40.797911,-73.9423,E 115 St & Lexington Ave,7599.09,3494
26,40.79456629999999,-73.9362541,E 114 St & 1 Ave,7540.02,3495
25,40.7923272,-73.9383,1 Ave & E 110 St,7522.02,3496
23,40.794987899999995,-73.9333349,Pleasant Ave & E 116 St,7450.05,3497
21,40.7974772,-73.9311847,Pleasant Ave & E 120 St,7579.01,3498
25,40.8006721,-73.9349,2 Ave & E 122 St,7622.12,3499
31,40.7989445,-73.944846,E 115 St & Madison Ave,7599.02,3500
29,40.801486600000004,-73.9442507,E 118 St & Madison Ave,7640.04,3501
29,40.79541210000001,-73.9441232,Lexington Ave & E 111 St,7567.06,3502
30,40.80295,-73.942954,Madison Ave & E 120 St,7667.04,3503
27,40.802926299999996,-73.9379,E 123 St & Lexington Ave,7636.05,3504
33,40.805726,-73.936322,Lexington Ave & E 127 St,7662.13,3505
29,40.8013066,-73.93981670000001,Lexington Ave & E 120 St,7652.04,3506
36,40.8045555,-73.93968609999999,Park Ave & E 124 St,7682.01,3507
31,40.809725,-73.953149,St Nicholas Ave & Manhattan Ave,7723.01,3508
31,40.8011939,-73.9500739,Lenox Ave & W 115 St,7627.10,3509
31,40.8078316,-73.949373,Adam Clayton Powell Blvd & W 123 St,7704.04,3510
22,40.802535,-73.9532423,Adam Clayton Powell Blvd & W 115 St,7643.18,3511
19,40.7747175,-73.93378940000001,27 Ave & 4 St,7132.01,3512
21,40.774645,-73.92370600000001,21 St & Hoyt Ave S,7126.01,3513
23,40.7767,-73.927631,Astoria Park S & Shore Blvd,7159.08,3514
19,40.774591,-73.918544,24 Ave & 26 St,7152.10,3515
31,40.76991760000001,-73.91840570000001,31 St & Astoria Blvd,6989.07,3516
35,40.771152799999996,-73.9170074,31 St & Hoyt Ave N,7018.01,3517
34,40.808442,-73.94520870000001,Lenox Ave & W 126 St,7720.03,3518
0,40.764258,-73.911239,28 Ave & 43 St,6812.12,3519
27,40.804372,-73.951475,Adam Clayton Powell Blvd & W 118 St,7670.09,3520
36,40.7987859,-73.9523,Lenox Ave & W 111 St,7602.05,3521
19,40.7701477,-73.9120938,37 St & 24 Ave,6981.16,3522
25,40.7729,-73.91614200000001,24 Ave & 29 St,7119.04,3523
23,40.777455200000006,-73.9225403,19 St & 24 Ave,7186.15,3524
21,40.776165,-73.9153175,23 Ave & 27 St,7178.02,3525
27,40.7747878,-73.91255509999999,31 St & 23 Ave,7144.01,3526
27,40.806979999999996,-73.94174699999999,5 Ave & E 126 St,7701.19,3527
20,40.771393700000004,-73.9077436,Steinway St & 23 Ave,7009.02,3528
25,40.8107922,-73.9430681,Lenox Ave & W 130 St,7753.13,3529
19,40.7787185,-73.9145645,Crescent St & Ditmars Blvd,7233.05,3530
27,40.8125511,-73.9492286,Frederick Douglass Blvd & W 129 St,7795.09,3531
27,40.78145,-73.9183302,Ditmars Blvd & 19 St,7291.06,3532
34,40.8114323,-73.95187759999999,St. Nicholas Ave & W 126 St,7756.10,3533
39,40.805159,-73.95469200000001,Frederick Douglass Blvd & W 117 St,7688.12,3534
27,40.804038,-73.945925,Mt Morris Park W & W 120 St,7685.14,3535
43,40.8082,-73.9641,W 116 St & Broadway,7713.11,3536
29,40.68097410000001,-73.97100970000001,Carlton Ave & Dean St,4199.12,3537
45,40.802692,-73.96295,W 110 St & Amsterdam Ave,7646.04,3538
43,40.8067581,-73.9607082,W 116 St & Amsterdam Ave,7692.11,3539
35,40.81,-73.9551508,Morningside Ave & W 123 St,7741.01,3540
39,40.813358,-73.956461,Amsterdam Ave & W 125 St,7800.03,3541
29,40.8086249,-73.9596214,Amsterdam Ave & W 119 St,7727.07,3542
35,40.81028506306003,-73.95736455917357,Morningside Dr & Amsterdam Ave,7741.04,3543
27,40.6804836,-73.9646795,Underhill Ave & Pacific St,4231.04,3544
33,40.8120562,-73.9612547,Broadway & W 122 St,7783.18,3545
21,40.67919439999999,-73.95879029999999,Pacific St & Classon Ave,4148.07,3546
41,40.8143256,-73.9590255,Broadway & Moylan Pl,7823.03,3547
25,40.678045000000004,-73.962408,Grand Ave & Bergen St,4190.06,3549
23,40.795508,-73.94160600000001,3 Ave & E 112 St,7543.15,3551
39,40.805973,-73.964928,W 113 St & Broadway,7713.01,3552
37,40.801694,-73.957145,Frederick Douglass Blvd & W 112 St,7631.23,3553
27,40.7552433,-73.94856779999999,Vernon Blvd & 41 Rd,6514.08,3554
27,40.751047,-73.93796999999999,28 St & 41 Ave,6462.19,3555
19,40.752708500000004,-73.9397405,24 St & 41 Ave,6505.01,3556
19,40.75742,-73.945133,40 Ave & 9 St,6664.05,3557
27,40.6794388,-73.96804379999999,Bergen St & Vanderbilt Ave,4157.10,3558
19,40.7576314,-73.9391224,21 St & 38 Ave,6656.05,3559
19,40.754876,-73.934326,28 St & 38 Ave,6538.03,3560
26,40.7531106,-73.9279917,37 Ave & 35 St,6529.02,3561
27,40.676519799999994,-73.9596082,Classon Ave & St Marks Ave,4074.03,3562
21,40.757186,-73.93271899999999,28 St & 36 Ave,6614.01,3563
19,40.760185299999996,-73.9362726,21 St & 36 Ave,6729.02,3564
19,40.7614376,-73.9411265,36 Ave & 10 St,6737.03,3565
25,40.7596276,-73.93214549999999,Crescent St & 35 Ave,6688.01,3566
19,40.76274420000001,-73.9391141,11 St & 35 Ave,6768.04,3567
21,40.756933200000006,-73.92622309999999,34 St & 35 Ave,6605.08,3568
29,40.6758324,-73.95616770000001,Franklin Ave & St Marks Ave,4107.05,3569
31,40.7557327,-73.92366109999999,35 Ave & 37 St,6563.12,3570
24,40.676368,-73.95291800000001,Bedford Ave & Bergen St,4066.15,3571
33,40.756913,-73.921631,34 Ave & 38 St,6638.01,3572
25,40.7580583,-73.92427509999999,35 St & 34 Ave,6679.11,3573
23,40.6769694,-73.96579,Prospect Pl & Underhill Ave,4116.08,3574
19,40.76108,-73.930562,Crescent St & 34 Ave,6759.15,3575
27,40.6767,-73.969024,Park Pl & Vanderbilt Ave,4083.13,3576
23,40.762813799999996,-73.9342862,34 Ave & 21 St,6798.01,3577
21,40.67418060000001,-73.95649470000001,Park Pl & Franklin Ave,4033.06,3578
25,40.672695000000004,-73.954131,Sterling Pl & Bedford Ave,3993.03,3579
30,40.6737236,-73.9631611,St Johns Pl & Washington Ave,4001.09,3580
27,40.674012299999994,-73.9671457,Underhill Ave & Lincoln Pl,4042.08,3581
28,40.672168299999996,-73.9609,Lincoln Pl & Classon Ave,3960.01,3582
31,40.6716493,-73.9631145,Eastern Pkwy & Washington Ave,3928.08,3583
42,40.670776700000005,-73.9576801,Eastern Pkwy & Franklin Ave,3919.07,3584
24,40.6691783,-73.9554162,Union St & Bedford Ave,3879.04,3585
19,40.763875299999995,-73.9364848,34 Ave & 13 St,6836.07,3586
27,40.6686744,-73.9618148,Carroll St & Washington Ave,3887.03,3587
21,40.7671863,-73.9373554,Vernon Blvd & 10 St,6937.07,3588
19,40.7668,-73.93477740000002,Broadway & 12 St,6901.01,3589
19,40.6679411,-73.9588,Carroll St & Franklin Ave,3847.04,3590
21,40.7659,-73.930819,21 St & 31 Dr,6865.03,3591
19,40.7633589,-73.92864709999999,Crescent St & Broadway,6827.11,3592
35,40.761584,-73.925921,31 St & Broadway,6789.04,3593
18,40.760339,-73.9222427,35 St & Broadway,6750.16,3595
19,40.6642406,-73.9574686,Sullivan Pl & Bedford Ave,3736.04,3596
25,40.7577284,-73.9166368,43 St & Broadway,6670.03,3597
19,40.7595701,-73.91426779999999,Newton Rd & 44 St,6743.06,3598
27,40.663140000000006,-73.96056949999999,Franklin Ave & Empire Blvd,3704.01,3599
19,40.6627059,-73.9569115,Sterling St & Bedford Ave,3665.06,3601
23,40.763154,-73.920827,31 Ave & 34 St,6819.15,3602
21,40.7647,-73.9240312,31 Ave & 30 St,6857.09,3603
17,40.6630619,-73.95387459999999,Rogers Ave & Sterling St,3696.05,3604
21,40.765834600000005,-73.9265474,31 Ave & Crescent St,6893.10,3605
21,40.74252,-73.948852,49 Ave & 21 St,6128.04,3606
19,40.7682,-73.9322662,31 Ave & 14 St,6966.04,3607
21,40.7423737,-73.9566,5 St & 51 Ave,6137.04,3608
23,40.7692475,-73.93545040000001,Vernon Blvd & 31 Ave,7003.06,3609
27,40.770845,-73.93417099999999,Vernon Blvd & 30 Rd,7003.03,3610
31,40.7449067,-73.9534573,Vernon Blvd & 47 Rd,6212.08,3611
15,40.77037429999999,-73.9286078,30 Ave & 21 St,6996.01,3612
27,40.745038,-73.957539,Center Blvd & 48 Ave,6254.06,3613
23,40.768692,-73.9249574,Crescent St & 30 Ave,6958.06,3614
21,40.748000000000005,-73.94609270000001,44 Dr & 21 St,6278.04,3615
25,40.7656251,-73.9136695,Steinway St & 28 Ave,6915.02,3616
27,40.7671,-73.9169858,28 Ave & 35 St,6951.03,3617
25,40.7485,-73.941275,27 St & Hunter St,6310.06,3618
19,40.7713615,-73.9246145,Newtown Ave & 23 St,7026.08,3619
23,40.7519071,-73.94791190000001,11 St & 43 Ave,6438.04,3620
19,40.7739825,-73.93091340000001,27 Ave & 9 St,7098.05,3621
15,40.807559999999995,-73.93918199999999,E 128 St & Madison Ave,7735.23,3622
39,40.8109494,-73.9634,W 120 St & Claremont Ave,7745.07,3623
2,40.752575799999995,-73.9364281,28 St & 40 Ave,6462.17,3625
31,40.8025566,-73.9490782,Lenox Ave & W 117 St,7655.22,3628
33,40.809495347779475,-73.94776493310928,Adam Clayton Powell Blvd & W 126 St,7738.04,3629
33,40.8038654,-73.95593079999999,Frederick Douglass Blvd & W 115 St,7658.13,3630
27,40.666563000000004,-73.95674100000001,Crown St & Bedford Ave,3808.06,3631
31,40.728048571362606,-73.97881150245668,E 12 St & Avenue B,5659.10,3632
0,40.754623240291046,-73.99516761302948,W 36 St & 9 Ave,6569.07,3635
31,40.68323865460341,-73.96599590778352,Fulton St & Waverly Ave,4345.11,3637
18,40.7242941,-74.0354826,Washington St,JC098,3638
30,40.71925170000001,-74.034234,Harborside,JC104,3639
18,40.733670000000004,-74.0625,Journal Square,JC103,3640
54,40.74286877312112,-73.98918628692627,Broadway & W 25 St,6173.08,3641
26,40.763154819103725,-73.93985509872438,35 Ave & 10 St,6806.06,3646
23,40.74128309355993,-73.93725872039794,48 Ave & 30 Pl,6076.01,3647
25,40.69795031569544,-73.97077560424805,Flushing Ave & Vanderbilt Ave,4762.05,3648
30,40.81439443791581,-73.95324736833571,W 129 St & Convent Ave,7818.17,3649
19,40.75820464696758,-73.92832159996033,31 St & 35 Ave,6647.10,3653
35,40.75186951421875,-73.93349289894103,31 St & Northern Blvd,6495.17,3654
31,40.72307749068673,-73.98583620786667,E 2 St & Avenue A,5553.10,3656
23,40.7435337324616,-74.00367558002472,W 18 St & 9 Ave,6190.03,3658
25,40.7429489166009,-74.00413691997528,W 17 St & 9 Ave,6190.06,3659
39,40.74102150900266,-74.001384973526,W 16 St & 8 Ave,6148.01,3660
19,40.666439306870814,-73.96055638790129,Montgomery St & Franklin Ave,3776.05,3661
21,40.76129389728909,-73.916916847229,31 Ave & Steinway St,6782.07,3662
25,40.67716489469059,-73.97382795810701,Sterling Pl & 7 Ave,4125.12,3663
30,40.72019521437465,-74.0103006362915,North Moore St & Greenwich St,5470.12,3664
35,40.7664255270288,-73.92062902450563,32 St & 30 Ave,6923.18,3666
26,40.7239567849954,-73.94984364509583,Leonard St & Nassau Ave,5550.09,3668
19,40.67630357634183,-74.00314047932625,Henry St & W 9 St,4119.05,3669
37,40.77477944895728,-73.95427465438844,E 81 St & 2 Ave,7121.05,3671
21,40.67759206937376,-73.95563721656801,Dean St & Franklin Ave,4107.13,3673
27,40.70140317257725,-73.98672670125961,Jay St & York St,4895.09,3674
31,40.784596798848916,-73.94968539476396,3 Ave & E 95 St,7365.15,3675
24,40.675832943912894,-74.01472628116608,Van Brunt St & Van Dyke St,4095.10,3676
18,40.72755146730012,-74.07106071710588,Glenwood Ave,JC094,3677
18,40.72572613742557,-74.07195925712584,Fairmount Ave,JC093,3678
14,40.72210378668603,-74.07145500183104,Bergen Ave,JC095,3679
55,40.754120810779256,-73.98025184869765,E 43 St & 5 Ave,6551.03,3680
18,40.71517767732029,-74.03768330812454,Grand St,JC102,3681
43,40.73756121181137,-74.00398269295692,W 12 St & W 4 St,5997.02,3684
39,40.73944820130404,-74.00507032871245,Gansevoort St & Hudson St,6072.14,3686
59,40.74322681432173,-73.97449783980845,E 33 St & 1 Ave,6197.08,3687
29,40.75792020879402,-73.96638214588165,2 Ave & E 55 St,6650.08,3688
47,40.79904139288298,-73.96649479866028,W 104 St & Amsterdam Ave,7610.13,3689
36,40.71334184275907,-74.00935515761375,Park Pl & Church St,5288.08,3690
19,40.76408932350689,-73.9106512069702,28 Ave & 44 St,6879.04,3691
15,40.6999974843885,-73.97440128028394,5 St & Market St,4843.01,3692
27,40.72248188638219,-73.95921930670737,N 11 St & Kent Ave,5489.04,3693
18,40.71113,-74.0789,Jackson Square,JC105,3694
43,40.77515953434235,-73.98918695747851,W 64 St & Thelonious Monk Circle,7123.04,3697
30,40.76360467795863,-73.98917958140373,W 50 St & 9 Ave,6854.05,3699
37,40.70831794366396,-74.0050408244133,Cliff St & Fulton St,5065.11,3701
19,40.7437524099784,-73.94176483154297,47 Ave & Skillman Ave,6237.01,3704
55,40.741459000000006,-73.983293,Lexington Ave & E 26 St,6089.08,3707
29,40.735445,-73.99431,W 13 St & 5 Ave,5947.04,3708
51,40.73804614248277,-73.99642959237099,W 15 St & 6 Ave,5989.02,3709
47,40.72966729392978,-73.98067966103555,E 13 St & Avenue A,5779.09,3711
41,40.754691750226016,-73.9974018931389,W 35 St & Dyer Ave,6569.08,3712
